School Name,Principal Name,Other Contacts,Email,Phone Number,Website,State/City
Pearls Valley School,Rupali Paharia,,pearlsvalleyschool@gmail.com,0751- 07514071796--,http://www.pearlsvalleyschool.org,"GWALIOR, Madhya Pradesh"
Peoples Public School,Mrs Rashmi B Kapur,,princ.peoplespublicschool@gmail.com,0755- 4005452-9899078162- 3092188,http://www.peoplesgroup.i,"BHOPAL, Madhya Pradesh"
"Perfect Academy,",Mr Henry Dsouza,,jaisinghpawar90@gmail.com,9752- 577478-,,"DHAR, Madhya Pradesh"
Pestle weed school,JATIN SETHI,,pestleweed_2k@yahoo.com,8077205943,,Dehradun
"PETALS INTERNATIONAL SCHOOL ,AGRA ROAD JAMDOLI",,,,,,Agra
Phoenix Academy,Mrs Mitali Bajpai,,phoenixacademy12345@gmail.com,- 02412548018-,http://phoenixacademyschool.in,"AHMEDNAGAR, Maharashtra"
Phoenix International School,Nishat Khan,,principalofficepis@gmail.com,- 07414255400-,www.phoenixinternationalschooljaora.com,"RATLAM, Madhya Pradesh"
Phoenix Podar Learn School,Lokesh Kuumar Shah,,principal.phoenixpls@podar.org,- 9021216675-,http://podarlearnschoolbarshi.in/,"SOLAPUR, Maharashtra"
Phoenix World School,Mr Ravindra Jadhav,,phoenixworldschool2017@gmail.com,020- 02065313333--,http://phoenixworldschool.in,"PUNE, Maharashtra"
Pict Model School,Manju,,director@pictmodelschool.com,- 02066806300-,http://www.pictmodelschool.com,"PUNE, Maharashtra"
PIne hall school,Dr. Mrs. Rama Anand,,pinehallschool@gmail.com,9756608832,,Dehradun
Pinegrove School,Mr. Devender Kumar Verma,,subathu@pinegroveschool.com,01792-275690,,HP
Pinnacle International English Medium School,Jamkar Digambar Laxmikantrao,,pinnacleinternationalschool17@gmail.com,- 02462266925-,http://www.pinnacleschoolnanded.org,"NANDED, Maharashtra"
Pinnacle Public School,Mrs Anita Khyani,,pinnaclepublicschool29@gmail.com,079- 09687639951--,http://pinnaclepublicschool.com,"GANDHINAGAR, Gujarat"
Pioneer Convent School,Meenal Akolekar,,pioneer@pioneerconvent.com,0731- 2551098-,,"INDORE, Madhya Pradesh"
Pioneer International Cbse School,Tambare Bhairavnath Manikrao,,Jivan_358@yahoo.com,- 02485244225-,http://pioneerintlschool.org/,"JALNA, Maharashtra"
Pioneer International School,Dr Mona Tawar,,pioneerinternationalsonkatch@gmail.com,- 9755666128-,http://www.pioneerinternationalschool.com,"DEWAS, Madhya Pradesh"
Pioneer Public High School,Mrs Kalpana Katare,,pioneerpublichighschool@gmail.com,- 07534-,www.ppsbhind.org,"BHIND, Madhya Pradesh"
Pioneer Public School,Mrs Rashmi Raghuwanshi,,harshlata.sanjay@gmail.com,7272- 228240-,www.pioneerpublicschool.in,"DEWAS, Madhya Pradesh"
Platinum Jubilee School & Jr College,Mr Rahim Ramjanali Amlani,,principal@platinumjubilee.org,- 07132233504-,www.platinumjubilee.org,"GADCHIROLI, Maharashtra"
Pls International School,Lokesh Soni,,plssarni@gmail.com,- 07146-252379--,,"BETUL, Madhya Pradesh"
Podar International School,Rober Sodadasi,,admin.anand@podar.org,91- 02692292751-,https://www.podareducation.org/school/anand,"ANAND, Gujarat"
Podar International School - Sangli,Mr G B Patil,,principal.sangli@podar.org,0233- 2305237-,http://www.podar.org,"SANGLI, Maharashtra"
Podar International School Amreli,Johnson K T,,principal.amreli@podar.org,- 2792221200-,http://www.podareducation.org,"AMRELI, Gujarat"
Podar International School Chakan,Mrs Simran S Kaur,,principal.chakan@podar.og,020- 65347999-,podar.org,"PUNE, Maharashtra"
Podar International School Satara,Arvind Kumar Singh,,principal.satara@podar.org,2162- 7506280411-,http://www.podar.org,"SATARA, Maharashtra"
Podar International School Sundarwadi,Vaishali Joshi,,principal.aursundarwadi@podar.org,- 02402622099-,https://www.podareducation.org/school/aurangabad,"AURANGABAD, Maharashtra"
"Podar International School Survey No 191/2, New Bypass Road Nugar Mehsana",Manan Shah,,principal.mehsana@podar.org,91- 02762757480-,www.podareducation.org,"MEHSANA, Gujarat"
Podar International School Vastral,Dr Sudeepkumar Goyal,,PRINCIPAL.VASTRAL@PODAR.ORG,00- 07975748070-,WWW.PODAREDUCATION.ORG/SCHOOL/VASTRAL,"AHMEDABAD, Gujarat"
"Podar International School,",Ayan Gupta,,principal.surat@podar.org,0261- 6456451-,http://www.podar.org,"SURAT, Gujarat"
"Podar International School, Ahmedabad",Mr Sreenarayanan P C,,principal.ahmd@podar.org,079- 23972894-,http://www.podar.org,"AHMEDABAD, Gujarat"
"Podar International School, Baramati",Tushar Kulkarni,,principal.baramati@podar.org,- 7276549494-,https://www.podareducation.org/school/baramati,"PUNE, Maharashtra"
"Podar International School, Chalisgaon",Lata Upadhyay,,principal.chalisgaon@podar.org,2589- 222712-,http://www.podar.org,"JALGAON, Maharashtra"
"Podar International School, Gwalior",Manish R K Jain,,principal.gwalior@podar.org,0751- 8291972366-,http://www.podareducation.org/school/gwalior,"GWALIOR, Madhya Pradesh"
"Podar International School, Kalyan",Ms Rinku Agarwal,,principal.cbsekalyan@podar.org,- 02512203626-,http://www.podareducation.org/school/kalyancbse,"THANE, Maharashtra"
"Podar International School, Kolhapur",Ms Shilpa Kapoor,,principal.kolhapur@podar.org,0231- 02312326011--,http://www.podareducation.org/school/kolhapur,"KOLHAPUR, Maharashtra"
"Podar International School, Vijay Nagar, Indore",Mr Aashish Tiwari,,principal.indore@podar.org,0731- 07314286235-,https://www.podareducation.org/school/indore,"INDORE, Madhya Pradesh"
"Podar International School, Village Yadrav, Taluk Shirol, District Kolhapur 416146",Ishwar Patil,,principal.ichalkaranji@podar.org,- 7045541407-,http://www.podar.org,"KOLHAPUR, Maharashtra"
"Podar International School, Waluj",Louis Rdorigues,,principal.waluj@podar.org,- 02402552288-,https://www.podareducation.org/school/waluj,"AURANGABAD, Maharashtra"
"Podar International School, Wardha",Mrs Medha Nair,,principal.wardha@podar.org,- 7414982182-,www.podareducation.org/school/wardha,"WARDHA, Maharashtra"
"Podar International School,Ambegaon",Anagha Gholap,,pisambegaon.info@podar.org,020- 69400512-,http://www.podar.org,"PUNE, Maharashtra"
"Podar International School,Chandrapur",Valmik Somase,,principal.chandrapur@podar.org,- 8879788378-,http://www.podareducation.org/school/chandrapur,"CHANDRAPUR, Maharashtra"
"Podar International School,Godhani Nagpur",Mini Pramod Deshmukh,,admin.nagpurkoradi@podar.org,- 8291818998-,http://www.podar.org,"NAGPUR, Maharashtra"
"Podar International School,Latur",Mr Girdhar Reddy,,E.principal.latur@podar.org,0238- 2200255-8349466337-,http://www.podar.org,"LATUR, Maharashtra"
"Podar International School,Nerul",Soma Chatterjee,,principal.cbsenerul@podar.org,022- 27727743-,http://www.podar.org,"MUMBAI, Maharashtra"
"Podar International School,Vapi",Mr Anupam Upadhyay,,principal.vapi@podar.org,0260- 7574807021-,http://www.podareducation.org/school/vapi,"VALSAD, Gujarat"
Podar International School- Wagholi,Mr Munish Sharma,,principal.wagholi@podar.org,020- 60605558-,http://www.podar.org,"PUNE, Maharashtra"
Podar International School-Shirur,Minal Ninad Vaidya,,admin.shirur@podar.org,0231- 288667-,http://www.podar.org,"PUNE, Maharashtra"
Podar School,Mrs Rani Maria Xavier,,principal.jalna@podar.org,2482- 02482236688-,https://www.podareducation.org/school/jalna,"JALNA, Maharashtra"
Podar World School,Rekhaa Shah,,principal.vadodara2@podar.org,- 09737233999--,http://www.podar.org/vadodara2,"VADODARA (BARODA), Gujarat"
Podar World School Ankleshwar,Mr Gangadhar,,principal.ankleshwar@podar.org,- 7201048000-,http://www.podar.org/ankleshwar,"BHARUCH, Gujarat"
Podar World School Maneja,Mrs Pooja Sharma,,principal.vadodara3@podar.org,- 7046139000-,http://www.podar.org/vadodara3,"VADODARA (BARODA), Gujarat"
Podar World School Nagpur,Bhavna Dongardive,,principal.pwsnagpur@podar.org,0712- 7350000509-,http://www.podar.org/nagpurkoradi,"NAGPUR, Maharashtra"
Podar World School Vadodara,Ms Preeta Pillai,,principal.vadodara@podar.org,0764- 09624706111-,principal.vadodara@podar.org,"VADODARA (BARODA), Gujarat"
Podar World School Vapi,Mrs Sunita Patnaik,,principal.pwsvapi@podar.org,0260- 0260-2730030-,http://www.podar.org/vapi,"VALSAD, Gujarat"
Poddar Brio International School,Rashmi Singh,,poddarbrio@gmail.com,- 7744912000-,http://www.poddarbrioschool.com,"THANE, Maharashtra"
"Police Modern School, Agra",,,,,,Agra
"Poonam Nagar Mumbai Public School (Cbse), Andheri",Vandana Suresh Tiwari,,mpscbsepn@gmail.com,- 9730944016-,www.mcgm.gov.in,"MUMBAI SUBURBAN, Maharashtra"
Poorti Public School Salekasa,Ku Kiran K Sakhare,,ppss-salekasa@rediffmail.com,7180- 244020-,,"GONDIA, Maharashtra"
Poste Podar Learn School,Shri Suryakant Chawale,,principal.ppls@podar.org,- 02385258003-,http://www.postepodar.com/,"LATUR, Maharashtra"
Pothens Public School,Sayli Kulkarni,,jacobdarly@gmail.com,0731- 2867220-,,"INDORE, Madhya Pradesh"
PPJ saraswati vihar,SURYA prakash,,ppjsvihar@gmail.com,7351005669,,Nainital
"Prabhat Kids School, Akola",Vrushali Nilesh Waghmare,,principalprabhat@gmail.com,0724- 2455018-,http://www.prabhatkids.com,"AKOLA, Maharashtra"
Prachiti International School,Mrs Bharti Panjabi,,prachitischool@gmail.com,- 09822339963-,http://www.prachitiinternational.com,"DHULE, Maharashtra"
Pragati Vidya Peeth,Dr Deepika Bhambani,,DEEPIKA.BHAMBANI@GMAIL.COM,0751- 4098995-,www.pragatividyapeeth.com,"GWALIOR, Madhya Pradesh"
Pragya Girls School,Mrs Reshma Juneja,,manjoo.narayan@gmail.com,0731- 2847332-,,"INDORE, Madhya Pradesh"
pragyam school,amita bhardwaj,,,,,gurugram
Pragyan English Medium Co-Ed School,Mrs Ritu Tiwari,,darshan.tiwari80@gmail.com,7572- 266005-,,"HOSHANGABAD, Madhya Pradesh"
Pragyanam School,,,,,,Gurugram
Prakash Public School,Madhukumar A Nair,,shree.pps@gmail.com,2342- 661212-,,"SANGLI, Maharashtra"
Prakash Sr Sec School,Mrugen Shah,,phss1971@yahoo.co.in,079- 26840123- 440492,,"AHMEDABAD, Gujarat"
prakrirti school,Mridul Batra,,mridulbatra@gmail.com,88009 90777,,Gurugram
prakriti school,,,,,,
Pranami Global School,Mrs Kiran Chaubey,,kvyas@pranamiglobalschool.net,- 2882562930-,http://www.pranamiglobalschool.net,"JAMNAGAR, Gujarat"
Pranavananda International School,,,,,,Gurugram
Prarthana Global School,Dr Radha Choudhary,,pgsmodasa@gmail.com,91- 9879574745-,http://www.pgsmodasa.com,"SABARKANTHA/HIMMATNAGAR, Gujarat"
Prarthana School,Mrs Priyanka Tiwari,,info@prarthanaschool.edu.in,2666- 221235-,http://www.prarthanaschool.edu.in,"VADODARA (BARODA), Gujarat"
PRATHA SCHOOL,,,principal@pratha.co.in,99999 37210,,Play Schools
Pratibha International School,Mrs Savita H Travis,,pratibhaschool@pratibhagroup.org.in,020- 02064105505--,http://pratibhaintschool.org/,"PUNE, Maharashtra"
Pratibhasthali Gyanoday Vidiyapeeth,Sushma Jain,,pgvschool@gmail.com,0761- 2673840- 6453761,,"JABALPUR, Madhya Pradesh"
Pratibhasthali Gyanodaya Vidyapeeth,Miss Rupali Jain,,pratibhasthali4@gmail.com,- 9754626800-,www.indore.pratibhasthali.org,"INDORE, Madhya Pradesh"
Pratibhasthali Gyanodaya Vidyapeeth Ramtek,Rajni Jain,,pratibhasthali3@gmail.com,7114- 255588--,http://www.pratibhasthali.in/,"NAGPUR, Maharashtra"
Pratiksha Nagar Mps Cbse School,Rupal Desai,,Cbsepratiksha@gmail.com,- 8879415811-,www.mcgm.gov.in,"MUMBAI SUBURBAN, Maharashtra"
Pravara Central Public School Pravaranagar,Dr Rosemin Belim,,swati.lokhande@pravara.in,2422- 252320-,,"AHMEDNAGAR, Maharashtra"
Pravara High School,Mr Nirmal Kishor Babasaheb,,principal.phskolhar@pravara.in,- 02422251632-,www.pravara.in/pravara-high-school-kolhar/,"AHMEDNAGAR, Maharashtra"
Precious Pearl,,,preciouspearl.school@gmail.com,0124-2356300,,Play Schools
Prekoncept Education,,,pmontessoriggn@gmail.com,8448879848,,Play Schools
Premprakash International School,Vinod Kumar Kanere,,prempis21@gmail.com,- 07280261640-,http://premprakashinternationalschool.org,"KHARGONE, Madhya Pradesh"
Prerna Convent International School,Vinita Tiwari,,pcischool2016@gmail.com,7574- 9074540971--,http://www.pciinternationalschool.in,"HOSHANGABAD, Madhya Pradesh"
Prerna International School,Dimple Ashok Sakhare,,ppsurvn@gmail.com,0712- 7276025501-,http://www.ppsngp.edu.in,"NAGPUR, Maharashtra"
Presentation Convent Senior Secondary School,Sr Jyoti,,mail@pcsdelhi.in,,,delhi
Presidency University,Bisvas,,,,,Bangalore
presidium,,,,,,
Presidium School,sudha gupta,"Purushottam(Maths), Teacher",Gurgaon57@presidiumonline.com,"C-0124-2217204, 9671232131",,"Gurugram, Affi-531346(sec-57)"
Prestige Public School,Dr Prakash Choudhary,,info@prestigepublicschool.org,0731- 4016666-,www.ppsdewas.edu.in,"INDORE, Madhya Pradesh"
Pride Montessori Pre School & Day Care.,,,pmontessoriggn@gmail.com,8448879848,,Play Schools
Prime Academy,Dheeraj Chaturvedi,,prime.academy852@gmail.com,7284- 07284256211-,www.primeacademyrajpur.in,"BADWANI, Madhya Pradesh"
Prime International School,Mrs Mona Ruby Mann,,internationalschoolprime@gmail.com,- 2882753344-,http://primeinternationalschool.com/,"JAMNAGAR, Gujarat"
Prime Scholars International School,,,,,,Gurugram
primus,Srinatha PA Primus School,,,96060 49151,,Bangalore
Prince Ashokraje Gaekwad School,P Varadarajan,,pargschool@yahoo.com,0265- 2662794-,http://www.pargs.g,"VADODARA (BARODA), Gujarat"
Prince Convent Higher Secondary School,Mrs Pramila Nair,,MAILMEPRAMILANAIR@REDIFFMAIL.COM,0755- 4223883-,,"RAISEN, Madhya Pradesh"
Priyadarshani International School,Rajani Harishchandra Tajve,,priyadarshanischool2015@gmail.com,- 07888004683-,www.pisigatpuri.com,"NASHIK, Maharashtra"
Priyadarshani Primary School,Ms Asha Reddy,,pgosm05@gmail.com,0- 9373073077-,http://www.priyadarshanigroupofschools.com,"PUNE, Maharashtra"
Priyadarshini Nagpur Public School,Mrs Neema Jain,,neema.agrawal11@gmail.com,0712- 2721488-,http://www.pnps.ltjss.net,"NAGPUR, Maharashtra"
Priyadarshini School,Dr Gaitri Suhas Jadhav,,pgos2000@gmail.com,020- 02069146490--,http://www.priyadarshanigroupofschools.com,"PUNE, Maharashtra"
Priyamvada Birla Senior Secondary School,Mr Chandra Shekhar,,birlaschoolsatna@gmail.com,7672- 07672-,http://www.birlaschoolsatna.com,"SATNA, Madhya Pradesh"
Prodigy Public School,Mrs Reeju Kothat,,anuyasalve@gmail.com,020- 65101748-,http://www.jspm.edu.in,"PUNE, Maharashtra"
Prof Santosh Mittal Higher Secondary School,Surbhi Pandey,,awaney@gmail.com,7371- 9827449595-,,"RAJGARH, Madhya Pradesh"
"Progressive Academy,",Mr Sunil Kumar,,prog.academy@gmail.com,7391- 07391265775-,http://www.progressiveacademy.in,"JHABUA, Madhya Pradesh"
Progressive English School,Omeshwar Tarachand Rahangdale,,omeshrahangdale44@gmail.com,7182- 234838-,,"GONDIA, Maharashtra"
Progressive Public School,Mrs Kavita P Dubey,,UMASHANKARKHARE11@GMAIL.COM,7529- 9826623921-,,"BHIND, Madhya Pradesh"
prometheus,rashmi verma,,mukeshksharma@hotmail.com,+91 956-000-0097,,
PROMETHEUS SCHOOL,mukesh sharma,,info@prometheusschool.com,91-799-837-9983,,Noida
Providence Convent School,Jancy Cherian,,providenceconventschool@yahoo.com,7371- 226350-,,"RAJGARH, Madhya Pradesh"
Prudence School,Dr. CB Mishra,,cb.mishra@prudenceonline.in,7838654441(P),,"Delhi, Ashok Vihar"
Public School Kharod,Dr Anjali Kulshreshtha,,bhantianjali@yahoo.co.in,2646- 651599-,,"BHARUCH, Gujarat"
Pumpkin House,,,pumpkinhouse2012@gmail.com,012-4045179,,Play Schools
Puna International School,Ms Sadhana K,,sadhana.kapupara81@gmail.com,91- 9925991800-,,"GANDHINAGAR, Gujarat"
Pune International School,Ms Hema Sharma,,puneinternational@gmail.com,- 8888039391-,https://puneintschool.com/,"PUNE, Maharashtra"
Pune International School & Jr.College,Mrs Smita S Londhe,,infopuneis@yahoo.com,- 8983012341-,http://www.puneinternationalschool.co,"PUNE, Maharashtra"
Punit Public School,,,,,,
"Punjab Public School,Nabha",Jagpreet Singh,,hmppsnabha@yahoo.com,01765-220630 9914500675,,Nabha
Purvanchal Public School,,Manish Mishra,,9452002345,,
Pushpa Convent Higher Secondary School,Abraham C M,,50501@cbseshiksha.in,7362- 07362258058-,http://www.pushpaconventschool.org/,"SHAJAPUR, Madhya Pradesh"
Pushpa English Medium School,Sonia Ulahannan,,principalpems@gmail.com,0768- 3247497-,,"TIKAMGARH, Madhya Pradesh"
Pushpa Higher Secondary School,Dr Fr S Solomon,,pushpaashta@yahoo.com,7560- 07560242178-,www.pushpaschool.com,"SEHORE, Madhya Pradesh"
Pushpdeep International School,Mr Ritesh Gautam,,pisisunique@gmail.com,7274- 233345-,,"DEWAS, Madhya Pradesh"
Pvt Defence Careers Academy International School,Mrs Karamjeet Kaur,,sssandhu321@rediffmail.com,- 07530-,,"SHEOPUR, Madhya Pradesh"
Pvt. Rudra Public School,Bipin Kumar Pandey,,rudrapublicschool2015@gmail.com,- 07805-28004-,http://www.rudrapublicschool.in,"SINGHROULI, Madhya Pradesh"
Pyramid International School,Khan Almas Bakhtiyar Khan,,Pyramid14289@gmail.com,- 9823013185-,www.pyramidschool.org,"AURANGABAD, Maharashtra"
Quaderia Burhani English Higher Secondary School,Ms Zainab Ali Radiowala,,quaderiaburhani@gmail.com,7325- 53537-,,"KHANDWA, Madhya Pradesh"
Quantum Institute,,Manish Singh,,7678452622,,
Queen Mary School,,,,,,"Delhi, Model Town"
Queen Marys Hr. Sec. School,Amutha P,,jesu.p@yahoo.com,0755- 2625588-,,"BHOPAL, Madhya Pradesh"
Queen Mary’s School,,"Shefali(English), HOD",Info@qmsmodeltown.in,"9711365678
7838305384
9319876803, 8800849828",,"Delhi, Northend(2730590)"
Queen Valley School,,,,,,
Queens School,Syeda Mearaj Arshia,,principalarshia@gmail.com,2452- 293266-,,"PARBHANI, Maharashtra"
Queens' College,Geetha Somasekharan,,queenscollegeindore@rediffmail.com,0731- 2877777-,,"INDORE, Madhya Pradesh"
R D Public School,Hemanta Kumar Meher,,hemantkumar_meher@rediffmail.com,7141- 233592-,,"BETUL, Madhya Pradesh"
"R L International School, Gurugram",,Mr JP Shah (Librarian),,9911998595,,
R P International School,Pragati Dnyandeo Kshirsagar,,rpinternationalambad@gmail.com,- 8390457575-,https://rpisambad.in/,"JALNA, Maharashtra"
R S Jhunjhunwala International School,Mrs Richa P Shah,,admin@rsjischool.com,- 8849167003-,http://www.rsjischool.com,"VALSAD, Gujarat"
"R S Public School, Agra",,,,,,
R&De(Engrs.) School,Lalaso Ravso Bhosale,,radhikapillai91@gmail.com,020- 27044495-,,"PUNE, Maharashtra"
R. B. T. Vidyalaya,Suhashini Swapnil Pashte,,pytiwari@gmail.com,- 02512453534-,www.dombivli.rbtvidyalaya.edu.in,"THANE, Maharashtra"
R. K. Bansal International School,Mrs Deeksha Samak,,rkbansalschool@gmail.com,- 9575529777-,http://www.rkbansalinternationalschool.com/,"UJJAIN, Madhya Pradesh"
R.C. English Medium Higher Secondary School,Dr Pranay Verma,,rcschool@rediffmail.com,7659- 07659263378-,www.rcschoolchachai.com,"SHAHDOL, Madhya Pradesh"
"R.C.Patel English Medium Primary School, Ajande (Bu), Holnanthe",Bhoomika Garg Ramteke,,rcpholnanthaem@gmail.com,- 2563251005-,http://hp.shirpur.education/,"DHULE, Maharashtra"
R.K. Academy,Bhavana Dubey,,dubeybhavana09@gmail.com,7374- 232265-,,"RAJGARH, Madhya Pradesh"
R.N. Podar School,Mrs Avnita Bir,,biravnita@gmail.com,022- 02267111111-,www.rnpodarschool.com,"MUMBAI, Maharashtra"
R.N.B. Global University,Manjoo Saraswat,,registrar@rnbglobal.edu.in,9829330830,,Bikaner
R.P.English Medium School Badnapur,Mr Sachin Rajendra Bajaj,,rpemschool@gmail.com,- --,http://www.rpemschool.com,"JALNA, Maharashtra"
R.P.Vasani International School,Mrs Jyoti Kakria,,principal2rpvis@gmail.com,91- 9978289997-,,"AHMEDABAD, Gujarat"
R.V.S. Public School,Kiran Jadon,,drpstomar212@gmail.com,0982- 9826381902-,http://rvspublicschool.org,"MORENA, Madhya Pradesh"
Rabindranath World School,,,,,,Gurugram
Rachana School,Mrs.Beena Rajpriya,,gopa.ghosh2006@gmail.com,079- 22865935-,,"AHMEDABAD, Gujarat"
Radcliffe School,Rupali Kardile,,laxmikant.khemkar@radcliffe.in,- 09890452278-,www.radcliffe.in,"PUNE, Maharashtra"
Radcliffe School Navi Mumbai,Mrs Sapna Agarwal,,sijo.jose@radcliffe.in,022- 9022233399-,http://www.radcliffe.in,"RAIGAD, Maharashtra"
"Radcliffe School, Ulwe",Ms Sheba S Mathew,,radcliffeulwe.principal@gmail.com,- 8433937888-,http://www.radcliffe.in,"RAIGAD, Maharashtra"
Radhakishan Public School,Sunita Jethwani,,AANITTA_27@REDIFFMAIL.COM,- 07312383410-,,"INDORE, Madhya Pradesh"
Radhika Educare School,Mrs Shivani D Acharya,,contact@radhikaschool.com,0288- 912882571200-,http://www.radhikaschool.com,"JAMNAGAR, Gujarat"
Radiance International School,Mary Angleena Devdass,,maryadevdass@gmail.com,2132- 9561524424-,http://www.jvpis.com,"PUNE, Maharashtra"
Radiant English Academy,Dr L N Singh,,radiant.umra@yahoo.in,0261- 2720165-,,"SURAT, Gujarat"
Radiant Public school,,Indrani Babu,hr.radiantlko@gmail.com,7800004601,,
Raghu International School,Prahlad Nagar,,raghuschools@gmail.com,- 9752828016-,http://www.raghuschool.com,"VIDISHA, Madhya Pradesh"
Raghuwansh Public School,Mr S K Singh,,rpssendhwa@rediffmail.com,7281- 223647-9039301616-,,"BADWANI, Madhya Pradesh"
Rahul International School,Mukesh S Sharma,,msharmakr@gmail.com,0- 9322247898-,http://www.rahulinternational.org,"THANE, Maharashtra"
Rai Saheb Bhanwar Singh Public School,M G Shiboo,,rsbspublic.school@gmail.com,7563- 9425079570-,http://www.rsbspublicschool.com,"SEHORE, Madhya Pradesh"
